"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","data","hasCabin","segment_age","title","FamilySize"
1269,NA,2,"male",21,0,0,"29107",11.5,"","S","test","0","jove","Mr",1
1270,NA,1,"male",55,0,0,"680",50,"C39","S","test","1","gran","Mr",1
1271,NA,3,"male",5,4,2,"347077",31.3875,"","S","test","0","nen","Master",7
1272,NA,3,"male",28,0,0,"366713",7.75,"","Q","test","0","jove","Mr",1
1273,NA,3,"male",26,0,0,"330910",7.8792,"","Q","test","0","jove","Mr",1
1274,NA,3,"female",28,0,0,"364498",14.5,"","S","test","0","jove","Mrs",1
1275,NA,3,"female",19,1,0,"376566",16.1,"","S","test","0","nen","Mrs",2
1276,NA,2,"male",28,0,0,"SC/PARIS 2159",12.875,"","S","test","0","jove","Mr",1
1277,NA,2,"female",24,1,2,"220845",65,"","S","test","0","jove","Miss",4
1278,NA,3,"male",24,0,0,"349911",7.775,"","S","test","0","jove","Mr",1
1279,NA,2,"male",57,0,0,"244346",13,"","S","test","0","gran","Mr",1
1280,NA,3,"male",21,0,0,"364858",7.75,"","Q","test","0","jove","Mr",1
1281,NA,3,"male",6,3,1,"349909",21.075,"","S","test","0","nen","Master",5
1282,NA,1,"male",23,0,0,"12749",93.5,"B24","S","test","1","jove","Mr",1
1283,NA,1,"female",51,0,1,"PC 17592",39.4,"D28","S","test","1","adult-gran","Mrs",2
1284,NA,3,"male",13,0,2,"C.A. 2673",20.25,"","S","test","0","nen","Master",3
1285,NA,2,"male",47,0,0,"C.A. 30769",10.5,"","S","test","0","adult-gran","Mr",1
1286,NA,3,"male",29,3,1,"315153",22.025,"","S","test","0","jove","Mr",5
1287,NA,1,"female",18,1,0,"13695",60,"C31","S","test","1","nen","Mrs",2
1288,NA,3,"male",24,0,0,"371109",7.25,"","Q","test","0","jove","Mr",1
1289,NA,1,"female",48,1,1,"13567",79.2,"B41","C","test","1","adult-gran","Mrs",3
1290,NA,3,"male",22,0,0,"347065",7.775,"","S","test","0","jove","Mr",1
1291,NA,3,"male",31,0,0,"21332",7.7333,"","Q","test","0","adult","Mr",1
1292,NA,1,"female",30,0,0,"36928",164.8667,"C7","S","test","1","jove","Miss",1
1293,NA,2,"male",38,1,0,"28664",21,"","S","test","0","adult","Mr",2
1294,NA,1,"female",22,0,1,"112378",59.4,"","C","test","0","jove","Miss",2
1295,NA,1,"male",17,0,0,"113059",47.1,"","S","test","0","nen","Mr",1
1296,NA,1,"male",43,1,0,"17765",27.7208,"D40","C","test","1","adult-gran","Mr",2
1297,NA,2,"male",20,0,0,"SC/PARIS 2166",13.8625,"D38","C","test","1","jove","Mr",1
1298,NA,2,"male",23,1,0,"28666",10.5,"","S","test","0","jove","Mr",2
1299,NA,1,"male",50,1,1,"113503",211.5,"C80","C","test","1","adult-gran","Mr",3
1300,NA,3,"female",28,0,0,"334915",7.7208,"","Q","test","0","jove","Miss",1
1301,NA,3,"female",3,1,1,"SOTON/O.Q. 3101315",13.775,"","S","test","0","nen","Miss",3
1302,NA,3,"female",28,0,0,"365237",7.75,"","Q","test","0","jove","Miss",1
1303,NA,1,"female",37,1,0,"19928",90,"C78","Q","test","1","adult","Mrs",2
1304,NA,3,"female",28,0,0,"347086",7.775,"","S","test","0","jove","Miss",1
1305,NA,3,"male",28,0,0,"A.5. 3236",8.05,"","S","test","0","jove","Mr",1
1306,NA,1,"female",39,0,0,"PC 17758",108.9,"C105","C","test","1","adult","Mrs",1
1307,NA,3,"male",38.5,0,0,"SOTON/O.Q. 3101262",7.25,"","S","test","0","adult","Mr",1
1308,NA,3,"male",28,0,0,"359309",8.05,"","S","test","0","jove","Mr",1
1309,NA,3,"male",28,1,1,"2668",22.3583,"","C","test","0","jove","Master",3
